"kode","nama","tanggal_expired","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"1555","ZIPREN 10MG","","TABLETLET","ORAL","BIASA","0","16","26.4","11","26.4","0:00","0:00"
"1556","MASTIN BOTOL","","KAPSULUL","ORAL","BIASA","0","17","38.5","11","38.5","0:00","0:00"
"1557","XARELTO 20 MG","","TABLETLET","ORAL","BIASA","0","16","30.319","11","30.319","0:00","0:00"
"1558","GABEXAL 100MG TABLET","","TABLETLET","ORAL","BIASA","0","17","4.054","11","4.054","0:00","0:00"
"1559","TORAMINE 10MG","","TABLETLET","ORAL","BIASA","0","16","6.105","11","6.105","0:00","0:00"
"1560","NUTRIBABY ROYAL ALLEPRE 2 400GR","","TABLETLET","ORAL","BIASA","0","17","122.74","11","122.74","0:00","0:00"
"1561","REFIL SEDOT INGUS NOSE FRIDA","","BOX","LUAR","BIASA","0","17","3","11","3","0:00","0:00"
"1562","OBIVIT TABLET","","TABLETLET","ORAL","BIASA","0","17","1.47","11","1.47","0:00","0:00"
"1563","PREGABALIN KAPSUL 75 MG","","KAPSULUL","ORAL","BIASA","0","16","7.15","11","7.15","0:00","0:00"
"1564","COXIRON 90MG","3/30/2026","TABLET","ORAL","BIASA","9.879","16","0","11","8.325","0:00","65:00:00"
"1565","CEFACEF 200MG KAPLET","","TABLETLET","ORAL","BIASA","30.47","16","0","11","28.971","0:00","33:00:00"
"1566","CODIKAF 10MG","8/30/2027","TABLETLET","ORAL","NARKOTIKA","875","25","0","25","867","0:00","261:00:00"
"1567","BRINTELLIX 10MG","3/30/2028","TABLETLET","ORAL","BIASA","22.993","20","0","20","22.2","0:00","5:00"
"1568","TRIOCOL 0.25","","KAPSULUL","ORAL","BIASA","0","16","7.15","11","7.15","0:00","0:00"
"1569","TRIOCOL 0.5","","KAPSULUL","ORAL","BIASA","0","16","11","11","11","0:00","0:00"
"1570","NATUR E NOURISHING 100IU 4 AMPLOP","","STRIP","ORAL","BIASA","0","17","5.451","11","5.451","0:00","0:00"
"1571","DURVIK 50MG TABLET","","TABLETLET","ORAL","BIASA","0","16","6.875","11","6.875","0:00","0:00"
"1572","FUCOHELIX 100MG","1/30/2025","TABLETLET","ORAL","BIASA","15.263","16","0","11","14.43","0:00","60:00:00"
"1573","DOSIVEC KAPSUL","4/30/2026","KAPSULUL","ORAL","BIASA","4.44","16","0","11","4.44","0:00","39:00:00"
"1574","PULMICORT 0.5MG","","BOTOL/DROP","INJEKSI","BIASA","0","17","23.242","11","23.242","0:00","0:00"
"1575","TISU BASAH BESAR","","TABLETLET","LUAR","BIASA","0","17","7.59","11","7.59","0:00","0:00"
"1576","HEPARMIN KAPSUL","3/30/2026","TABLETLET","ORAL","BIASA","7.77","17","0","11","7.334","0:00","100:00:00"
"1577","SPORETIK 200MG","","KAPSULUL","ORAL","BIASA","0","16","33.3","11","33.3","0:00","0:00"
"1578","PERMEN TEJAHE ALL VAR","","STRIP","ORAL","BIASA","0","17","5.251","11","5.251","0:00","0:00"
"1579","PRAXILENE 200MG","","TABLETLET","ORAL","BIASA","0","17","6.961","11","6.961","0:00","0:00"
"1580","EPSONAL 50MG","7/30/2025","TABLETLET","ORAL","BIASA","6.117","17","0","11","5.038","0:00","355:00:00"
"1581","POLYSILANE SYR 100ML","7/31/2026","BOTOL/DROP","ORAL","BIASA","22.866","16","0","11","22.2","0:00","3:00"
"1582","RAMIPRIL 10 MG TABLET","","TABLETLET","ORAL","BIASA","0","17","1.119","11","1.119","0:00","0:00"
"1583","COLTIN TABLET","","TABLETLET","ORAL","BIASA","0","16","5.328","11","5.328","0:00","0:00"
"1584","CODIKAF 15MG","1/30/2027","TABLETLET","ORAL","NARKOTIKA","1.457","25","0","25","1.444","0:00","495:00:00"
"1585","CYMALIUM 5MG","11/30/2025","TABLETLET","ORAL","BIASA","3.885","16","0","11","3.885","0:00","120:00:00"
"1586","CYMALIUM 10MG","","TABLETLET","ORAL","BIASA","0","16","4.995","11","4.995","0:00","0:00"
"1587","NATUROKSI","","KAPSULUL","ORAL","BIASA","0","16","7.77","11","7.77","0:00","0:00"
"1588","ARCERIN MR 35MG","","TABLETLET","ORAL","BIASA","0","16","2.934","11","2.934","0:00","0:00"
"1589","ANOXI","8/30/2026","TABLETLET","ORAL","BIASA","3.33","16","0","11","3.33","0:00","15:00"
"1590","CYDIPIN 5MG","5/30/2026","TABLETLET","ORAL","BIASA","4.662","16","0","11","4.662","0:00","340:00:00"
"1591","CYDIPIN 10MG","5/30/2026","TABLETLET","ORAL","BIASA","7.992","16","0","11","7.992","0:00","409:00:00"
"1592","ALBUMINO KAPSUL","","KAPSULUL","TABLET","BIASA","0","16","6.417","11","6.417","0:00","0:00"
"1593","KONTRABAT SYR 60 ML","","TABLETLET","NASAL DROP","BIASA","0","17","13.5","11","13.5","0:00","0:00"
"1594","STARMAG STRIP","","TABLETLET","NASAL DROP","BIASA","0","17","2.6","11","2.6","0:00","0:00"
"1595","ROSUFER 20MG","","TABLETLET","TABLET","BIASA","0","16","13.098","11","13.098","0:00","0:00"
"1596","FLUNARIZIN 10MG","","TABLETLET","TABLET","BIASA","0","16","2.22","11","2.22","0:00","0:00"
"1597","PROBIOSTIM","","TABLETLET","TABLET","BIASA","0","17","11.556","11","11.556","0:00","0:00"
"1598","VELCOX 7.5 MG TABLET","","TABLETLET","TABLET","BIASA","0","17","5.5","11","5.5","0:00","0:00"
"1599","ONGLYZA 5MG","","TABLETLET","TABLET","BIASA","0","16","16.845","11","16.845","0:00","0:00"
"1600","POLYSILANE SYR 180ML","","BOTOL/DROP","SYR","BIASA","0","17","29.7","11","29.7","0:00","0:00"
"1601","PROGINA CARE 150 ML","","BOTOL/DROP","SYR","BIASA","0","17","55","11","55","0:00","0:00"
"1602","MINYAK IKAN SACHET 500","","TABLETLET","BBS","BIASA","0","17","51.92","11","51.92","0:00","0:00"
"1603","CATAFLAM FAST 50MG 9S","3/30/2026","TABLETLET","NASAL DROP","BIASA","9.576","16","0","11","9.114","0:00","81:00:00"
"1604","ERYTHROMYCIN 500 MG TABLET","","TABLETLET","TABLET","BIASA","0","17","1.365","11","1.365","0:00","0:00"
"1605","CURELEPZ 100MG","","KAPSULUL","TABLET","BIASA","0","17","1.32","11","1.32","0:00","0:00"
"1606","LOZAP 25MG","","TABLETLET","TABLET","BIASA","0","22","4.95","21","4.95","0:00","0:00"
"1607","BONESCO KAPLET","","TABLETLET","TABLET","BIASA","0","15","4.95","10","4.95","0:00","0:00"
"1608","KENACORT-A CR 10 GR","","TUBE","SLP","BIASA","0","17","79.64","11","79.64","0:00","0:00"
"1609","GOLDTRION","","TABLETLET","TABLET","BIASA","0","16","9.99","11","9.99","0:00","0:00"
"1610","ATORVASTATIN 40MG","","TABLETLET","NASAL DROP","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"1611","PROFIM 200MG","","TABLETLET","TABLET","BIASA","0","12","29.7","11","29.7","0:00","0:00"
"1612","SILADEX 100ML (ALL VAR)","3/31/2027","BOTOL/DROP","SYR","BIASA","18.648","17","0","11","5.94","0:00","1:00"
"1613","SILADEX 60ML (ALL VAR)","8/31/2025","FLS","SYR","BIASA","13.542","17","0","11","5.94","0:00","1:00"
"1614","HERBACOLD STRIP","","TABLETLET","NASAL DROP","BIASA","0","17","6.16","11","6.16","0:00","0:00"
"1615","HERBAKOF SACHET","","TABLETLET","NASAL DROP","BIASA","0","17","2.475","11","2.475","0:00","0:00"
"1616","STIMUNO ORANGE BERRY SACHET","","TABLETLET","NASAL DROP","BIASA","0","15","1.925","11","1.925","0:00","0:00"
"1617","STIMUNO SYR ORANGE BERRY","","TABLETLET","NASAL DROP","BIASA","0","16","24.833","11","24.833","0:00","0:00"
"1618","ETORVEL 90MG","","TABLETLET","TABLET","BIASA","0","16","9.324","11","9.324","0:00","0:00"
"1619","TELSAT 80MG","","TABLETLET","TABLET","BIASA","0","16","12.488","11","12.488","0:00","0:00"
"1620","SPUIT 3ML ONEMED","","BOX","INJEKSI","BIASA","0","16","755","11","755","0:00","0:00"
"1621","TJ JOYBEE GROW EMULSION 200ML","","BOTOL/DROP","SYR","BIASA","0","17","19.47","11","19.47","0:00","0:00"
"1622","FITBES FORCE PER AMPLOP","","TABLETLET","TABLET","BIASA","0","17","14.96","11","14.96","0:00","0:00"
"1623","FITBES FORCE SYRUP 60ML","","BOTOL/DROP","SYR","BIASA","0","17","35.75","11","35.75","0:00","0:00"
"1624","NAVITAE","","BOTOL/DROP","ED","BIASA","0","17","151.25","11","151.25","0:00","0:00"
"1625","VITACID 0.025% 15 GR","","TUBE","SLP","BIASA","0","10","25.3","15","25.3","0:00","0:00"
"1626","NUVINO","","TABLETLET","TABLET","BIASA","0","17","7.678","11","7.678","0:00","0:00"
"1627","ETORVEL 60MG","7/30/2026","TABLETLET","TABLET","BIASA","8.059","16","0","11","7.326","0:00","64:00:00"
"1628","ATARAX 1MG","9/30/2027","TABLETLET","TABLET","PSIKOTROPIKA","3.56","25","0","25","3.56","0:00","505:00:00"
"1629","THERMO ONE ALPHA 3","","BOX","BBS","BIASA","0","17","30.803","11","29","0:00","0:00"
"1630","QUETVELL 200MG","5/30/2026","TABLETLET","TABLET","BIASA","17.76","20","0","20","16.936","0:00","112:00:00"
"1631","HYDROXYUREA MEDAC 500MG","","KAPSULUL","TABLET","BIASA","0","16","10.068","11","10.068","0:00","0:00"
"1632","DICYNONE","","TABLETLET","NASAL DROP","BIASA","0","16","13.64","11","13.64","0:00","0:00"
"1633","ULSAFATE 500MG","2/28/2026","TABLETLET","TABLET","BIASA","2","17","0","11","2.2","0:00","0:00"
"1634","HELIXIME 100MG DS","","BOTOL/DROP","SYR","BIASA","0","17","11","11","11","0:00","0:00"
"1635","VITOMED","11/30/2026","KAPSULUL","ORAL","BIASA","2.775","16","0","11","2.405","0:00","70:00:00"
"1636","BLESIFEN 50MG","","TABLETLET","TABLET","BIASA","0","16","14.652","11","14.652","0:00","0:00"
"1637","STARFER KAPSULUL","","TABLETLET","TABLET","BIASA","0","17","11.428","11","11.428","0:00","0:00"
"1638","PYNOCARE KAPSULUL","","KAPSULUL","NASAL DROP","BIASA","0","17","10.634","11","10.634","0:00","0:00"
"1639","DACTARIN CR 5GR","","TABLETLET","NASAL DROP","BIASA","0","17","21.186","11","21.186","0:00","0:00"
"1640","M EKALIPTUS AROMATHERAPY GREENTEA 30ML","","BOTOL/DROP","BBS","BIASA","0","17","10.359","11","10.359","0:00","0:00"
"1641","GELIGA STICK 10GR","","TUBE","SLP","BIASA","0","17","4.4","11","4.4","0:00","0:00"
"1642","M KP LANG PLUS 60ML","","BOTOL/DROP","BBS","BIASA","0","17","19.984","11","19.984","0:00","0:00"
"1643","IMBOOST KIDS SYR ANGGUR 60 ML","","BOTOL/DROP","SYR","BIASA","0","16","33.22","11","33.22","0:00","0:00"
"1644","IMBOOST KIDS TABLET","","TABLETLET","TABLET","BIASA","0","16","28.82","11","28.82","0:00","0:00"
"1645","BAQUINOR TETES TELINGA","","BOTOL/DROP","EAR DROP","BIASA","0","16","35.31","11","35.31","0:00","0:00"
"1646","PERMEN TEJAHE SACHET","","TABLETLET","NASAL DROP","BIASA","0","17","1.4","11","1.4","0:00","0:00"
"1647","VIBRION","","KAPSULUL","TABLET","BIASA","0","16","6.234","11","6.234","0:00","0:00"
"1648","MEDERMA 10GRAM","","TUBE","SLP","BIASA","0","16","125.985","11","125.985","0:00","0:00"
"1649","FLAMED 75MG","","TABLETLET","TABLET","BIASA","0","17","9.9","11","9.9","0:00","0:00"
"1650","TOLAK ANGIN CAIR","8/30/2026","SACHET","TABLET","BIASA","3.752","17","0","11","3.44","0:00","48:00:00"
"1651","SIBITAL 50MG","8/30/2025","TABLETLET","TABLET","PSIKOTROPIKA","1.865","25","0","25","1.865","0:00","590:00:00"
"1652","PLAMED TABLET","","TABLETLET","NASAL DROP","BIASA","0","17","9.9","11","9.9","0:00","0:00"
"1653","SAKATONIC ABC GUMMY F & V","","TABLETLET","TABLET","BIASA","0","17","7.92","11","7.92","0:00","0:00"
"1654","CENDO NONCORT MDS","8/30/2025","BOTOL/DROP","EO","BIASA","46.898","16","0","11","41.25","0:00","1:00"
"1655","NANO NANO PERMEN","","TABLETLET","NASAL DROP","BIASA","0","17","1.364","11","1.364","0:00","0:00"
"1656","SANAFLU PLUS BATUK TABLET","","TABLETLET","TABLET","BIASA","0","17","1.294","11","1.294","0:00","0:00"
"1657","ROSTIN 20MG","12/30/2025","TABLETLET","TABLET","BIASA","16.65","16","0","11","15.263","0:00","108:00:00"
"1658","ULCERA SYRUP 100ML","2/28/2026","BOTOL/DROP","SYR","BIASA","55.5","16","0","11","55.5","0:00","25:00:00"
"1659","SUPERBA KRILL OIL","","KAPSULUL","BBS","BIASA","0","17","6.6","11","6.6","0:00","0:00"
"1660","RYTMONORM 150MG","","TABLETLET","NASAL DROP","BIASA","0","16","8.079","11","8.079","0:00","0:00"
"1661","XOCE GUMMY","","TABLETLET","NASAL DROP","BIASA","0","17","4.62","11","4.62","0:00","0:00"
"1662","XONCE GUMMY","","TABLETLET","TABLET","BIASA","0","17","4.62","11","4.62","0:00","0:00"
"1663","LANTUS XR INJ","11/30/2025","PEN","INJEKSI","BIASA","314.829","16","0","11","314.829","0:00","2:00"
"1664","SEROQUEL XR 200MG","","TABLETLET","NASAL DROP","BIASA","0","16","44.749","11","44.749","0:00","0:00"
"1665","BIOBRAN","","TABLETLET","TABLET","BIASA","0","16","11.55","11","11.55","0:00","0:00"
"1666","GARAM GARENA 200GR","8/31/2028","TABLETLET","NASAL DROP","BIASA","18","17","0","11","18","0:00","8:00"
"1667","SUVESCO 10MG","7/30/2025","TABLETLET","TABLET","BIASA","6.938","16","0","11","6.938","0:00","103:00:00"
"1668","BAQUINOR EYE DROP","","BOTOL/DROP","ED","BIASA","0","16","38.517","11","38.517","0:00","0:00"
"1669","DAONIL 5MG","","TABLETLET","TABLET","BIASA","0","17","4.172","11","4.172","0:00","0:00"
"1670","ETORVEL 120MG","","TABLETLET","TABLET","BIASA","0","16","10.45","11","10.45","0:00","0:00"
"1671","BIOFOS SYR 120ML","","BOTOL/DROP","SYR","BIASA","0","16","74.925","11","74.925","0:00","0:00"
"1672","PREVENAR INJ","","TABLETLET","NASAL DROP","BIASA","0","12","753.073","11","735.422","0:00","0:00"
"1673","TRANSPULMIN KIDS 10GR","","TUBE","SLP","BIASA","0","16","41.69","11","41.69","0:00","0:00"
"1674","TRANSPULMIN KIDS 20GR","","TUBE","SLP","BIASA","0","16","57.09","11","57.09","0:00","0:00"
"1675","CANDEFAR 8MG","","BOX","TABLET","BIASA","0","16","7.992","11","7.992","0:00","0:00"
"1676","GPU SEREH 100ML","","BOTOL/DROP","BBS","BIASA","20.35","17","0","11","20.35","0:00","0:00"
"1677","TOP ADULT PANTS L10","","BOX","BBS","BIASA","0","17","85.8","11","85.8","0:00","0:00"
"1678","TOP ADULT PANTS M10","","BOX","BBS","BIASA","0","17","79.2","11","79.2","0:00","0:00"
"1679","TOP ADULT PANTS XL10","","BOX","BBS","BIASA","0","17","102.3","11","102.3","0:00","0:00"
"1680","INFANRIX HEXA","","BOX","NASAL DROP","BIASA","0","16","646.866","11","646.866","0:00","0:00"
"1681","KOMBIGLYZE XR 5/500","","BOX","TABLET","BIASA","0","16","14.85","11","14.85","0:00","0:00"
"1682","CETAPHIL BABY GENTLE WASH 230ML","","BOTOL/DROP","BBS","BIASA","0","17","80.43","11","80.43","0:00","0:00"
"1683","SILICA GEL PER GRAM","","TABLETLET","NASAL DROP","BIASA","0","17","85","11","85","0:00","0:00"
"1684","POLYMEM NON ADHESIVE","","STRIP","BBS","BIASA","0","16","82.5","11","82.5","0:00","0:00"
"1685","BIOLYSIN SACHETET","","TABLETLET","TABLET","BIASA","0","15","1.85","11","1.85","0:00","0:00"
"1686","BIOLYSIN FRUIT VEGGIE","","BOTOL/DROP","SYR","BIASA","0","17","21","11","21","0:00","0:00"
"1687","FOLAC 400","5/30/2027","TABLETLET","TABLET","BIASA","1.11","16","0","11","1.11","0:00","335:00:00"
"1688","MULTI-GYN ACTIGEL","6/30/2025","TUBE","OVULA","BIASA","177.6","16","0","11","154","0:00","3:00"
"1689","INBACEF KAP","","KAPSULUL","TABLET","BIASA","0","16","22","11","22","0:00","0:00"
"1690","MAXMOR DS","","BOTOL/DROP","SYR","BIASA","0","17","102.3","11","102.3","0:00","0:00"
"1691","HOMOCLAMIN TABLET","","TABLETLET","NASAL DROP","BIASA","0","17","3.275","11","3.275","0:00","0:00"
"1692","NUTRIFLAM NEO KAPSULUL","5/30/2026","KAPSULUL","Oral","BIASA","14.43","16","0","11","13.875","0:00","54:00:00"
"1693","OPIPROL 2.5MG","","TABLETLET","ORAL","BIASA","3.108","16","0","11","2.775","0:00","30:00:00"
"1694","GOTIK 5 ML","","BOTOL/DROP","SYR","BIASA","0","17","3.3","11","3.3","0:00","0:00"
"1695","LEFOS 500MG","","TABLETLET","TABLET","BIASA","0","16","45.954","11","45.954","0:00","0:00"
"1696","SINGULAIR 10MG (MONTELUKAST SODIUM)","","TABLETLET","TABLET","BIASA","0","17","10.568","11","10.568","0:00","0:00"
"1697","CLIAD","","TABLETLET","TABLET","PSIKOTROPIKA","0","25","4.052","25","4.052","0:00","0:00"
"1698","ZENRIZ 10MG","","TABLETLET","TABLET","BIASA","0","17","5.17","11","5.17","0:00","0:00"
"1699","THROMBOPHOB OINT 15 GR","","TUBE","SLP","BIASA","0","16","43.45","11","43.45","0:00","0:00"
"1700","APROVEL 300MG","","TABLETLET","TABLET","BIASA","0","12","19.414","11","19.414","0:00","0:00"
"1701","COTEN 100MG","","KAPSULUL","TABLET","BIASA","0","16","18.315","11","18.315","0:00","0:00"
"1702","HEMOGARD KAPSUL","","TABLETLET","TABLET","BIASA","0","17","1.553","11","1.553","0:00","0:00"
"1703","MAXIFLON 40MG","2/28/2016","TABLETLET","ORAL","BIASA","53.28","16","0","11","53.28","0:00","21:00"
"1704","DUREX ISI 12","","BOTOL/DROP","BBS","BIASA","0","17","15.19","11","15.19","0:00","0:00"
"1705","RG CHOLINE SYRUP 60ML","","BOTOL/DROP","SYR","BIASA","0","16","133.2","11","133.2","0:00","0:00"
"1706","HYTROZ 2MG","","TABLETLET","TABLET","BIASA","0","16","7.937","11","7.937","0:00","0:00"
"1707","OPIPROL 5MG","8/30/2025","TABLETLET","TABLET","BIASA","5.55","16","0","11","4.995","0:00","60:00:00"
"1708","DETTOL LIQ 95ML","","BOTOL/DROP","BBS","BIASA","0","17","23.18","11","23.18","0:00","0:00"
"1709","MEDCOTRAM 50MG","","KAPSULUL","TABLET","BIASA","0","17","3.3","11","3.3","0:00","0:00"
"1710","COTEN 30MG","","KAPSULUL","TABLET","BIASA","0","16","9.324","11","9.324","0:00","0:00"
"1711","EPORON 3000IU","","BOX","INJEKSI","BIASA","0","16","198","11","198","0:00","0:00"
"1712","VOLTAREN GEL 50 GR","","TUBE","SLP","BIASA","0","17","155.484","11","155.484","0:00","0:00"
"1713","OSTELA FORTE","","TABLETLET","TABLET","BIASA","0","16","6.993","11","6.993","0:00","0:00"
"1714","CRIPSA 2,5MG","12/30/2026","TABLETLET","TABLET","BIASA","19.037","20","0","20","18.149","0:00","210:00:00"
"1715","APROVEL 150MG","","TABLETLET","TABLET","BIASA","0","12","14.385","11","14.385","0:00","0:00"
"1716","CALCUSOL TABLET","","TABLETLET","TABLET","BIASA","0","17","1.137","11","1.137","0:00","0:00"
"1717","IMURAN TABLET","10/30/2028","TABLETLET","TABLET","BIASA","8.314","16","0","11","7.5","0:00","240:00:00"
"1718","FLUQUADRI 0.5ML","","BOTOL/DROP","INJEKSI","BIASA","0","16","219.45","11","219.45","0:00","0:00"
"1719","NIVEA E WHT RAD & SMOOTH 180","","BOTOL/DROP","BBS","BIASA","0","17","23.32","11","23.32","0:00","0:00"
"1720","NIVEA RAD & SMOOTH 200","","BOTOL/DROP","BBS","BIASA","0","17","20.042","11","20.042","0:00","0:00"
"1721","TRAMPARA TABLETLET","","TABLETLET","TABLET","BIASA","0","17","5.317","11","5.317","0:00","0:00"
"1722","MARIMER ISOTONIK/HYGINE","11/30/2026","BOTOL/DROP","NASAL DROP","BIASA","139.86","17","0","11","99","0:00","2:00"
"1723","GLIKODERM","","BOTOL/DROP","NASAL DROP","BIASA","0","17","60.3","11","60.3","0:00","0:00"
"1724","FIONVASK 5MG","2/28/2028","TABLETLET","TABLET","BIASA","5.18","16","0","11","5.18","0:00","130:00:00"
"1725","FIONVASK 10MG","9/30/2027","TABLETLET","TABLET","BIASA","8.88","16","0","11","8.88","0:00","34:00:00"
"1726","GLIFORMIN SR 750MG","","TABLETLET","TABLET","BIASA","0","16","2","11","2","0:00","0:00"
"1727","OPINEURON TABLET","","TABLETLET","TABLET","BIASA","0","25","1.65","25","1.65","0:00","0:00"
"1728","VESICARE 5MG","","TABLETLET","TABLET","BIASA","0","16","23.389","11","23.389","0:00","0:00"
"1729","GINKGO FORCE","10/30/2026","TABLETLET","TABLET","BIASA","3.892","17","0","11","3.429","0:00","87:00:00"
"1730","FORASMA 2.5MG","7/30/2026","TABLETLET","TABLET","BIASA","1.554","16","0","11","1.554","0:00","140:00:00"
"1731","TOP ADULT DIAPERS M 8","","BOX","BBS","BIASA","0","10","33.912","10","33.912","0:00","0:00"
"1732","TOP ADULT DIAPERS L 7","","BOX","BBS","BIASA","0","17","40.351","11","40.351","0:00","0:00"
"1733","TB RIF SYRUP 120ML","","BOTOL/DROP","SYR","BIASA","0","17","104.5","11","104.5","0:00","0:00"
"1734","MADU TJ ORIGINAL SACHETET","","STRIP","SYR","BIASA","0","16","777","11","777","0:00","0:00"
"1735","MADU TJ ORI/LEMON 150GRAM","4/30/2028","BOTOL/DROP","SYR","BIASA","21.312","16","0","11","17.38","0:00","3:00"
"1736","NOVESTROL 4MG","","TABLETLET","TABLET","BIASA","0","16","3.08","11","3.08","0:00","0:00"
"1737","ASEPTIC GEL + PUMP","","TABLETLET","BBS","BIASA","0","15","49.61","11","49.61","0:00","0:00"
"1738","ARINIA 15MG","6/30/2026","TABLETLET","TABLET","BIASA","33.3","20","0","20","33.3","0:00","29:00:00"
"1739","TISON 4MG","","TABLETLET","NASAL DROP","BIASA","0","16","2.97","11","2.97","0:00","0:00"
"1740","METHASON 5ML DROP","","TABLETLET","ED","BIASA","0","17","12.375","11","12.375","0:00","0:00"
"1741","SABUN ANTIBACTERI 500","","TABLETLET","NASAL DROP","BIASA","0","17","29.04","11","29.04","0:00","0:00"
"1742","DHAEPA","3/30/2027","KAPSULUL","ORAL","BIASA","15.91","16","0","11","13.283","0:00","85:00:00"
"1743","PRIMET 25MG","","TABLETLET","TABLET","BIASA","0","16","1.65","11","1.65","0:00","0:00"
"1744","ROVATOR 20MG","","TABLETLET","TABLET","BIASA","0","17","12.765","11","12.765","0:00","0:00"
"1745","KETOMED CREAM 15GR","","TUBE","SLP","BIASA","0","17","28.82","11","28.82","0:00","0:00"
"1746","FITKOM GUMMY SACHETET","","BOX","BBS","BIASA","0","17","6.996","11","6.996","0:00","0:00"
"1747","MADU SIDO ALL VAR","","STRIP","BBS","BIASA","0","17","900","11","900","0:00","0:00"
"1748","PRENAGEN MOMMY 400","","BOX","BBS","BIASA","0","17","71.227","11","71.227","0:00","0:00"
"1749","ARAVA 20MG","","TABLETLET","TABLET","BIASA","0","16","46.08","11","46.08","0:00","0:00"
"1750","SALICYL GAJAH 100GR","","TABLETLET","NASAL DROP","BIASA","0","16","5.214","11","5.214","0:00","0:00"
"1751","MMR 2","","BOTOL/DROP","INJEKSI","BIASA","0","17","289.838","11","289.838","0:00","0:00"
"1752","EZYVEGIE","","BOX","BBS","BIASA","0","17","11.55","11","11.55","0:00","0:00"
"1753","GALEPSI 300MG","","KAPSULUL","BBS","BIASA","0","12","11.55","11","11.55","0:00","0:00"
"1754","NUGALMIN TABLET","","TABLETLET","NASAL DROP","BIASA","0","16","6.443","11","6.443","0:00","0:00"
"1755","MODEXA NASAL SPRAY","4/30/2026","BOTOL/DROP","NASAL DROP","BIASA","210.9","16","0","11","195.36","0:00","14:00"
"1756","ETORICOXIB 90MG","","TABLETLET","TABLET","BIASA","0","16","5.5","11","5.5","0:00","0:00"
"1757","TJ JOYBEE GUMMY","","BOX","BBS","BIASA","0","16","6.05","11","6.05","0:00","0:00"
"1758","PREN JUICE 330 ML","","BOTOL/DROP","SYR","BIASA","0","16","8.301","11","8.301","0:00","0:00"
"1759","VALDIMEX 5 MG","9/30/2026","TABLETLET","TABLET","PSIKOTROPIKA","1.221","25","0","25","5.5","0:00","1,397.00"
"1760","TRACETATE SYR 100ML","","BOTOL/DROP","SYR","BIASA","0","16","253","11","253","0:00","0:00"
"1761","FERRO-K SYR","","TABLETLET","NASAL DROP","BIASA","0","16","38.5","11","38.5","0:00","0:00"
"1762","HANSAPLAST TRANSPARAN PER PACK","","STRIP","BBS","BIASA","0","16","6.424","11","6.424","0:00","0:00"
"1763","CANDEFAR 16MG","7/30/2026","TABLETLET","TABLET","BIASA","10.545","16","0","11","10.323","0:00","25:00:00"
