"nama","nomor_batch","tanggal_expired","isi1","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"COTEN 30MG","_","00/00/0000","_","_","_","_","9,791","16","11,358","11","10,868","0.00","0.00"
"EPORON 3000IU","_","00/00/0000","_","_","_","_","198,000","16","229,680","11","219,780","0.00","0.00"
"VOLTAREN GEL 50 GR","_","00/00/0000","_","_","_","_","155,484","17","181,916","11","172,587","0.00","0.00"
"OSTELA FORTE","_","00/00/0000","_","_","_","_","6,993","16","8,112","11","7,762","0.00","0.00"
"CRIPSA 2,5MG","_","00/00/0000","_","_","_","_","19,037","20","22,844","20","22,844","0.00","210.00"
"APROVEL 150MG","_","00/00/0000","_","_","_","_","14,385","12","16,111","11","15,967","0.00","0.00"
"CALCUSOL TAB","_","00/00/0000","_","_","_","_","1,137","17","1,330","11","1,262","0.00","0.00"
"IMURAN 50MG","_","00/00/0000","_","_","_","_","8,314","16","9,644","11","9,229","0.00","240.00"
"FLUQUADRI 0.5ML ","_","00/00/0000","_","_","_","_","219,450","16","254,562","11","243,590","0.00","0.00"
"NIVEA E WHT RAD & SMOOTH 180","_","00/00/0000","_","_","_","_","23,320","17","27,284","11","25,885","0.00","0.00"
"NIVEA RAD & SMOOTH 200","_","00/00/0000","_","_","_","_","20,042","17","23,449","11","22,247","0.00","0.00"
"TRAMPARA TABLET","_","00/00/0000","_","_","_","_","5,317","17","6,221","11","5,902","0.00","0.00"
"MARIMER ISOTONIC","_","00/00/0000","_","_","_","_","139,860","16","162,238","11","155,245","0.00","0.00"
"GLIKODERM","_","00/00/0000","_","_","_","_","60,300","17","70,551","11","66,933","0.00","0.00"
"FIONVASK 5MG","_","00/00/0000","_","_","_","_","5,180","16","6,009","11","5,750","0.00","130.00"
"FIONVASK 10MG","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","34.00"
"GLIFORMIN SR 750MG","_","00/00/0000","_","_","_","_","2,019","16","2,342","11","2,241","0.00","0.00"
"OPINEURON TAB","_","00/00/0000","_","_","_","_","1,650","25","2,063","25","2,063","0.00","0.00"
"VESICARE 5MG","_","00/00/0000","_","_","_","_","29,233","16","33,910","11","32,449","0.00","0.00"
"GINKGO FORCE","_","00/00/0000","_","_","_","_","3,892","16","4,515","11","4,320","0.00","87.00"
"FORASMA 2.5MG","_","00/00/0000","_","_","_","_","1,554","16","1,803","11","1,725","0.00","140.00"
"TOP ADULT DIAPERS M 8","_","00/00/0000","_","_","_","_","33,912","10","37,303","10","37,303","0.00","0.00"
"TOP ADULT DIAPERS L 7","_","00/00/0000","_","_","_","_","40,351","17","47,211","11","44,790","0.00","0.00"
"TB RIF SYRUP 120ML","_","00/00/0000","_","_","_","_","104,500","17","122,265","11","115,995","0.00","0.00"
"MADU TJ ORIGINAL SACHET","_","00/00/0000","_","_","_","_","777","16","901","11","862","0.00","0.00"
"MADU TJ ORI/LEMON 150GRAM","_","00/00/0000","_","_","_","_","21,312","16","24,722","11","23,656","0.00","3.00"
"NOVESTROL 4MG","_","00/00/0000","_","_","_","_","3,730","16","4,327","11","4,140","0.00","0.00"
"ASEPTIC GEL + PUMP","_","00/00/0000","_","_","_","_","49,610","15","57,052","11","55,067","0.00","0.00"
"ARINIA 15MG ","_","00/00/0000","_","_","_","_","33,300","20","39,960","20","39,960","0.00","29.00"
"TISON 4MG","_","00/00/0000","_","_","_","_","2,970","16","3,445","11","3,297","0.00","0.00"
"METHASON 5ML DROP ","_","00/00/0000","_","_","_","_","12,375","17","14,479","11","13,736","0.00","0.00"
"SABUN ANTIBACTERI 500 ","_","00/00/0000","_","_","_","_","29,040","17","33,977","11","32,234","0.00","0.00"
"DHAEPA ","_","00/00/0000","_","_","_","_","15,910","16","18,456","11","17,660","0.00","85.00"
"PRIMET 25MG","_","00/00/0000","_","_","_","_","1,650","16","1,914","11","1,832","0.00","0.00"
"KETOMED CREAM 15GR","_","00/00/0000","_","_","_","_","28,820","17","33,719","11","31,990","0.00","0.00"
"FITKOM GUMMY SACHET","_","00/00/0000","_","_","_","_","6,996","17","8,185","11","7,766","0.00","0.00"
"MADU SIDO ALL VAR","_","00/00/0000","_","_","_","_","900","17","1,053","11","999","0.00","0.00"
"PRENAGEN MOMMY 400","_","00/00/0000","_","_","_","_","79,310","16","92,000","11","88,034","0.00","0.00"
"ARAVA 20MG","_","00/00/0000","_","_","_","_","46,080","16","53,453","11","51,149","0.00","0.00"
"SALICYL GAJAH 100GR","_","00/00/0000","_","_","_","_","5,214","16","6,048","11","5,788","0.00","0.00"
"MMR 2","_","00/00/0000","_","_","_","_","289,838","17","339,110","11","321,720","0.00","0.00"
"EZYVEGIE","_","00/00/0000","_","_","_","_","11,550","17","13,514","11","12,821","0.00","0.00"
"GALEPSI 300MG","_","00/00/0000","_","_","_","_","11,550","12","12,936","11","12,821","0.00","0.00"
"NUGALMIN TAB","_","00/00/0000","_","_","_","_","6,443","16","7,474","11","7,152","0.00","0.00"
"ETORICOXIB 90MG","_","00/00/0000","_","_","_","_","5,500","16","6,380","11","6,105","0.00","0.00"
"TJ JOYBEE GUMMY","_","00/00/0000","_","_","_","_","6,050","16","7,018","11","6,716","0.00","0.00"
"PREN JUICE 330 ML","_","00/00/0000","_","_","_","_","8,301","16","9,629","11","9,214","0.00","0.00"
"VALDIMEX 5 MG","_","00/00/0000","_","_","_","_","1,221","25","1,416","25","1,355","0.00","1,397.00"
"TRACETATE SYR 100ML","_","00/00/0000","_","_","_","_","253,000","16","293,480","11","280,830","0.00","0.00"
"FERRO-K SYR","_","00/00/0000","_","_","_","_","38,500","16","44,660","11","42,735","0.00","0.00"
"HANSAPLAST TRANSPARAN PER PACK","_","00/00/0000","_","_","_","_","6,424","16","7,452","11","7,131","0.00","0.00"
"CANDEFAR 16MG","_","00/00/0000","_","_","_","_","10,545","16","12,232","11","11,705","0.00","25.00"
"FOLAVICAP 400","_","00/00/0000","_","_","_","_","1,055","16","1,224","11","1,171","0.00","0.00"
"ALKOHOL 70% MEDIKA 300ML","_","00/00/0000","_","_","_","_","11,700","16","13,572","11","12,987","0.00","2.00"
"GLUMIN XR 1000MG","_","00/00/0000","_","_","_","_","2,475","16","2,871","11","2,747","0.00","0.00"
"PROKIDS DROP","_","00/00/0000","_","_","_","_","44,000","16","51,040","11","48,840","0.00","0.00"
"CURCUMA+ GROW 200ML","_","00/00/0000","_","_","_","_","23,870","16","27,689","11","26,496","0.00","0.00"
"PIOGLITAZONE 15MG","_","00/00/0000","_","_","_","_","4,070","16","4,721","11","4,518","0.00","0.00"
"HANSAPLAST KOYO","_","00/00/0000","_","_","_","_","5,044","17","5,901","11","5,599","0.00","0.00"
"FLUQUADRI 0.25","_","00/00/0000","_","_","_","_","874,500","16","1,014,420","11","970,695","0.00","0.00"
"DEPAKOTE ER 500 MG","_","00/00/0000","_","_","_","_","16,466","16","19,101","11","18,277","0.00","0.00"
"TEARS NATURALE II 5ML","_","00/00/0000","_","_","_","_","24,750","16","28,710","11","27,473","0.00","0.00"
"PREDICO 5MG","_","00/00/0000","_","_","_","_","3,034","16","3,519","11","3,368","0.00","115.00"
"FORMUNO KAPLET","_","00/00/0000","_","_","_","_","8,436","16","9,786","11","9,364","0.00","0.00"
"NOTISIL 2MG","_","00/00/0000","_","_","_","_","1,277","16","1,481","11","1,417","0.00","130.00"
"OB COMBI BATUK PILEK 60ML","_","00/00/0000","_","_","_","_","12,100","16","14,036","11","13,431","0.00","0.00"
"TOP ADULT PANTS L2","_","00/00/0000","_","_","_","_","18,700","17","21,879","11","20,757","0.00","0.00"
"CANDOTENS 16MG","_","00/00/0000","_","_","_","_","8,250","16","9,570","11","9,158","0.00","0.00"
"FOLAVICAP 1000","_","00/00/0000","_","_","_","_","2,109","16","2,446","11","2,341","0.00","0.00"
"BOTOL 30CC","_","00/00/0000","_","_","_","_","6,000","16","6,960","11","6,660","0.00","0.00"
"GABATROP 75 KAP","_","00/00/0000","_","_","_","_","9,350","16","10,846","11","10,379","0.00","0.00"
"MOXIBAT 400MG","_","00/00/0000","_","_","_","_","52,448","16","60,840","11","58,217","0.00","0.00"
"GRAMAX 100MG","_","00/00/0000","_","_","_","_","52,725","16","61,161","11","58,525","0.00","0.00"
"HOTIN STRONG TUBE 120GR","_","00/00/0000","_","_","_","_","24,600","16","28,536","11","27,306","0.00","0.00"
"CANDOTENS 8MG","_","00/00/0000","_","_","_","_","5,060","16","5,870","11","5,617","0.00","0.00"
"NOROID SOOTHING CREAM 80ML","_","00/00/0000","_","_","_","_","133,100","17","155,727","11","147,741","0.00","0.00"
"TRAVACORT CREAM 5GRAM","_","00/00/0000","_","_","_","_","77,328","16","89,700","11","85,834","0.00","0.00"
"NUCINE 0.5MG","_","00/00/0000","_","_","_","_","4,255","16","4,936","11","4,723","0.00","40.00"
"FITKOM GUMMY MULTIVITAMIN 4S","_","00/00/0000","_","_","_","_","13,200","16","15,312","11","14,652","0.00","0.00"
"IMBOOST LOZENGES JAHE MINT","_","00/00/0000","_","_","_","_","7,334","16","8,507","11","8,141","0.00","0.00"
"PRENAGEN MOMMY 600 GR","_","00/00/0000","_","_","_","_","104,412","16","121,118","11","115,897","0.00","0.00"
"KOTAK P3K DINDING","_","00/00/0000","_","_","_","_","70,000","17","81,900","11","77,700","0.00","0.00"
"NEUVIS PRO SYR","_","00/00/0000","_","_","_","_","111,000","16","128,760","11","123,210","0.00","0.00"
"TUPEPE CR 30G","_","00/00/0000","_","_","_","_","22,660","17","26,512","11","25,153","0.00","0.00"
"KRILI 500MG","_","00/00/0000","_","_","_","_","9,900","16","11,484","11","10,989","0.00","0.00"
"FIBUMIN CAPS","_","00/00/0000","_","_","_","_","5,500","16","6,380","11","6,105","0.00","0.00"
"TELSAT 40MG","_","00/00/0000","_","_","_","_","9,350","16","10,846","11","10,379","0.00","0.00"
"LEXID 30MG","_","00/00/0000","_","_","_","_","15,125","16","17,545","11","16,789","0.00","0.00"
"NORFLAM","_","00/00/0000","_","_","_","_","7,437","16","8,627","11","8,255","0.00","85.00"
"APTA+ MED PREDIALYSIS CARE","_","00/00/0000","_","_","_","_","53,625","16","62,205","11","59,524","0.00","0.00"
"VOMIGO 4MG","_","00/00/0000","_","_","_","_","18,870","16","21,889","11","20,946","0.00","7.00"
"IMBOOST EFF","_","00/00/0000","_","_","_","_","35,200","16","40,832","11","39,072","0.00","0.00"
"DERMATIX ULTRA GEL 5GR","_","00/00/0000","_","_","_","_","110,000","16","127,600","11","122,100","0.00","0.00"
"HOTIN DCL 120GR","_","00/00/0000","_","_","_","_","24,530","16","28,455","11","27,228","0.00","0.00"
"FRESH CARE PRESS & RELAX STRONG","_","00/00/0000","_","_","_","_","12,100","16","14,036","11","13,431","0.00","0.00"
"SAKATONIK LIVER 100ML","_","00/00/0000","_","_","_","_","8,439","16","9,789","11","9,367","0.00","0.00"
"DULOXTA 60","_","00/00/0000","_","_","_","_","15,263","20","18,316","20","18,316","0.00","47.00"
"ALBUFORCK-S SUSU","_","00/00/0000","_","_","_","_","235,400","17","275,418","11","261,294","0.00","0.00"
"ESMYA 5MG","_","00/00/0000","_","_","_","_","1,650,000","17","1,930,500","11","1,831,500","0.00","0.00"
"CALIX SYR","_","00/00/0000","_","_","_","_","49,950","16","57,942","11","55,445","0.00","0.00"
"HYLOQUIN 200MG","_","00/00/0000","_","_","_","_","18,315","16","21,245","11","20,330","0.00","52.00"
"ISO-MENOPACE","_","00/00/0000","_","_","_","_","6,050","16","7,018","11","6,716","0.00","0.00"
"RENOVIT GOLD TAB","_","00/00/0000","_","_","_","_","10,868","16","12,607","11","12,063","0.00","0.00"
"ROVASTAR 20MG","_","00/00/0000","_","_","_","_","16,123","16","18,703","11","17,897","0.00","0.00"
"TOP ADULT PANTS XL2","_","00/00/0000","_","_","_","_","22,000","16","25,520","11","24,420","0.00","0.00"
"MAMYLOVE XL1","_","00/00/0000","_","_","_","_","2,167","16","2,514","11","2,405","0.00","0.00"
"CINDALA GEL","_","00/00/0000","_","_","_","_","27,390","16","31,772","11","30,403","0.00","0.00"
"KAMYFET KAPLET","_","00/00/0000","_","_","_","_","19,980","16","23,177","11","22,178","0.00","246.00"
"CEFIXIME 200MG","_","00/00/0000","_","_","_","_","4,071","25","5,089","11","4,519","0.00","335.00"
"FONYLIN MR 60MG","_","00/00/0000","_","_","_","_","5,550","16","6,438","11","6,161","0.00","110.00"
"BLACKMORES PREGNANCY & BREAST FEEDING GOLD","_","00/00/0000","_","_","_","_","297,001","16","344,521","11","329,671","0.00","0.00"
"PRENAGEN ESENSIS 360","_","00/00/0000","_","_","_","_","58,922","16","68,350","11","65,403","0.00","0.00"
"INTERXANTHIN ","_","00/00/0000","_","_","_","_","15,133","16","17,554","11","16,798","0.00","0.00"
"METHOPI 500MG","_","00/00/0000","_","_","_","_","11,100","16","12,876","11","12,321","0.00","0.00"
"HOTIN CREAM AROMATHERAPY 60ML","_","00/00/0000","_","_","_","_","11,550","16","13,398","11","12,821","0.00","0.00"
"DETTOL LIQ 495ML","_","00/00/0000","_","_","_","_","73,179","16","84,888","11","81,229","0.00","0.00"
"APTA+ GLUKOFIT 180G","_","00/00/0000","_","_","_","_","43,450","16","50,402","11","48,230","0.00","0.00"
"ERDOSTEIN 300MG","_","00/00/0000","_","_","_","_","2,970","16","3,445","11","3,297","0.00","0.00"
"UMARONE INJEKSI","_","00/00/0000","_","_","_","_","192,500","16","223,300","11","213,675","0.00","0.00"
"BETAHISTINE 12MG","_","00/00/0000","_","_","_","_","4,400","16","5,104","11","4,884","0.00","0.00"
"RYMONT 4MG ","_","00/00/0000","_","_","_","_","6,834","16","7,927","11","7,586","0.00","0.00"
"AVAXIM 160","_","00/00/0000","_","_","_","_","377,339","16","437,713","11","418,846","0.00","0.00"
"COUNTERPAIN PXM 25GRAM","_","00/00/0000","_","_","_","_","85,360","16","99,018","11","94,750","0.00","0.00"
"QUATRO 0.4 MG","_","00/00/0000","_","_","_","_","2,276","16","2,640","11","2,526","0.00","108.00"
"QUATRO 1 MG","_","00/00/0000","_","_","_","_","4,440","16","5,150","11","4,928","0.00","0.00"
"BRINTELLIX 5MG","_","00/00/0000","_","_","_","_","12,290","25","15,363","25","15,363","0.00","63.00"
"LERGIO ED","_","00/00/0000","_","_","_","_","88,800","16","103,008","11","98,568","0.00","0.00"
"MOLCIN ED","_","00/00/0000","_","_","_","_","99,900","16","115,884","11","110,889","0.00","0.00"
"PASQUAM CREAM 20GR","_","00/00/0000","_","_","_","_","30,192","16","35,023","11","33,513","0.00","0.00"
"PGB 50MG","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","0.00"
"SANCOIDAN KAPSUL","_","00/00/0000","_","_","_","_","19,980","16","23,177","11","22,178","0.00","0.00"
"ETORICOXIB 60MG","_","00/00/0000","_","_","_","_","3,850","16","4,466","11","4,274","0.00","0.00"
"PEPTIBREN 210GRAM","_","00/00/0000","_","_","_","_","72,600","16","84,216","11","80,586","0.00","0.00"
"DUPHASTON","_","00/00/0000","_","_","_","_","21,196","16","24,587","11","23,528","0.00","98.00"
"THERMOMETER  INFRARED","_","00/00/0000","_","_","_","_","555,000","25","693,750","15","638,250","0.00","0.00"
"SAFEGUARD L (PERBOX)","_","00/00/0000","_","_","_","_","50,000","16","58,000","11","55,500","0.00","0.00"
"SAFEGUARD M (PERBOX DR TAUHID)","_","00/00/0000","_","_","_","_","50,000","16","58,000","11","55,500","0.00","0.00"
"ZITROLIN 500MG","_","00/00/0000","_","_","_","_","44,400","16","51,504","11","49,284","0.00","0.00"
"MADURASA FITKIDZ 140GR","_","00/00/0000","_","_","_","_","15,800","16","18,328","11","17,538","0.00","0.00"
"CURCUMA PLUS SYR 120ML","_","00/00/0000","_","_","_","_","16,400","16","19,024","11","18,204","0.00","0.00"
"ALKOHOL 70% MEDIKA 100ML","_","00/00/0000","_","_","_","_","5,100","16","5,916","11","5,661","0.00","2.00"
"HECOSAN SYRUP 60ML","_","00/00/0000","_","_","_","_","34,965","16","40,559","11","38,811","0.00","0.00"
"TENSOCREPE 6""","_","00/00/0000","_","_","_","_","100,100","17","117,117","11","111,111","0.00","0.00"
"TENSOCREPE 6 ","_","00/00/0000","_","_","_","_","100,100","16","116,116","11","111,111","0.00","0.00"
"BIONECT KRIM","_","00/00/0000","_","_","_","_","131,200","16","152,192","11","145,632","0.00","0.00"
"LAMIROS 100MG","_","00/00/0000","_","_","_","_","8,000","16","9,280","11","8,880","0.00","0.00"
"BETAFIT","_","00/00/0000","_","_","_","_","5,920","16","6,867","11","6,571","0.00","344.00"
"GOODHEALTH HANDSAFE GEL 500ML","_","00/00/0000","_","_","_","_","77,000","16","89,320","11","85,470","0.00","0.00"
"ASTHIN FORCE GEL 30 GR","_","00/00/0000","_","_","_","_","81,400","16","94,424","11","90,354","0.00","0.00"
"ALKOHOL 95 % 300 ML","_","00/00/0000","_","_","_","_","36,000","16","41,760","11","39,960","0.00","24.00"
"MOMILEN DIAPER RASH CR 30 GR","_","00/00/0000","_","_","_","_","25,227","16","29,263","11","28,002","0.00","1.00"
"MEDICARE GLOVES S (PERBOX)","_","00/00/0000","_","_","_","_","47,850","16","55,506","11","53,114","0.00","0.00"
"MEDICARE GLOVES M (PERBOX)","_","00/00/0000","_","_","_","_","47,850","16","55,506","11","53,114","0.00","0.00"
"MEDICARE GLOVES L (PERBOX)","_","00/00/0000","_","_","_","_","47,850","16","55,506","11","53,114","0.00","0.00"
"SUCRALFATE 200ML","_","00/00/0000","_","_","_","_","73,260","16","84,982","11","81,319","0.00","0.00"
"PAKET HEPATITIS C","_","00/00/0000","_","_","_","_","10,136,720","15","11,657,228","10","11,150,392","0.00","0.00"
"RUBYSTA POWDER","_","00/00/0000","_","_","_","_","302,500","16","350,900","11","335,775","0.00","0.00"
"MADU TJ PANAS DALAM SACHET","_","00/00/0000","_","_","_","_","2,442","16","2,833","11","2,711","0.00","0.00"
"PUMPITOR 20MG","_","00/00/0000","_","_","_","_","16,539","16","19,185","11","18,358","0.00","44.00"
"CALDECE EFF","_","00/00/0000","_","_","_","_","39,183","16","45,452","11","43,493","0.00","0.00"
"UNDERPAD DIAPRO","_","00/00/0000","_","_","_","_","35,000","22","42,700","11","38,850","0.00","0.00"
"ISOFIX","_","00/00/0000","_","_","_","_","7,021","16","8,144","11","7,793","0.00","13.00"
"SANBE C 500MG 80s","_","00/00/0000","_","_","_","_","751","16","871","11","834","0.00","0.00"
"SANEXON 16MG","_","00/00/0000","_","_","_","_","6,938","16","8,048","11","7,701","0.00","29.00"
"SANEXON 8MG","_","00/00/0000","_","_","_","_","4,329","16","5,022","11","4,805","0.00","280.00"
"STIK GLUCO AUTOCHECK","_","00/00/0000","_","_","_","_","85,000","16","98,600","11","94,350","0.00","0.00"
"LAPIVA 5/80","_","00/00/0000","_","_","_","_","13,875","16","16,095","11","15,401","0.00","369.00"
"LAPIMUC DROP","_","00/00/0000","_","_","_","_","46,620","16","54,079","11","51,748","0.00","10.00"
"L-ACYS 600MG EFF/BIJI","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","165.00"
"CEFILA 200MG","_","00/00/0000","_","_","_","_","38,850","16","45,066","11","43,124","0.00","38.00"
"BRAINACT INJEKSI","_","00/00/0000","_","_","_","_","114,400","22","139,568","12","128,128","0.00","0.00"
"BLEMIL 1","_","00/00/0000","_","_","_","_","85,000","15","97,750","11","94,350","0.00","0.00"
"BLEMIL 2","_","00/00/0000","_","_","_","_","80,000","15","92,000","11","88,800","0.00","0.00"
"BLEMIL KIDS 3","_","00/00/0000","_","_","_","_","70,000","15","80,500","11","77,700","0.00","0.00"
"BLEMIL KIDS 4","_","00/00/0000","_","_","_","_","65,000","15","74,750","11","72,150","0.00","0.00"
"BLENUTEN","_","00/00/0000","_","_","_","_","85,000","15","97,750","11","94,350","0.00","0.00"
"MAMYLOVE L1","_","00/00/0000","_","_","_","_","1,850","17","2,165","11","2,054","0.00","0.00"
"MAMYLOVE M1","_","00/00/0000","_","_","_","_","1,850","16","2,146","11","2,054","0.00","0.00"
"ESFOLAT TAB","_","00/00/0000","_","_","_","_","3,197","16","3,709","11","3,549","0.00","135.00"
"ROKSICAP 500MG","_","00/00/0000","_","_","_","_","11,988","16","13,906","11","13,307","0.00","379.00"
"SGM SOYA 0-6 200","_","00/00/0000","_","_","_","_","28,938","16","33,568","11","32,121","0.00","0.00"
"EKALIPTUS SPRAY 280 ML","_","00/00/0000","_","_","_","_","55,158","17","64,535","12","61,777","0.00","0.00"
"HI-D 1000","_","00/00/0000","_","_","_","_","3,663","16","4,249","11","4,066","0.00","279.00"
"Q-HART","_","00/00/0000","_","_","_","_","12,210","16","14,164","11","13,553","0.00","232.00"
"MICROGEST 100 MG","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","0.00"
"MICROGEST 200 MG","_","00/00/0000","_","_","_","_","24,420","16","28,327","11","27,106","0.00","17.00"
"DETTOL LIQ 45ML","_","00/00/0000","_","_","_","_","11,451","16","13,283","11","12,711","0.00","125.00"
"GARKENE SYR","_","00/00/0000","_","_","_","_","86,580","20","103,896","20","103,896","0.00","2.00"
"MASKER KN95 BOX/20","_","00/00/0000","_","_","_","_","330,000","16","382,800","12","369,600","0.00","0.00"
"MOMILEN DIAPER RASH CR 15 GR","_","00/00/0000","_","_","_","_","22,200","16","25,752","11","24,642","0.00","1.00"
